,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,difficulty_level
root_shell,0.04679183331463279,-0.0002742648265454569,0.0009711374956492605,-0.0005705548232807062,-0.00332252095884611,0.17831159470289326,0.025474906149188292,0.016886928865238043,0.04732480863762579,0.21164417431307392,1.0,0.5394076298905655,0.22875534403784004,0.06409252276820687,0.1871734374468035,0.3426204036235571,,0.03825715253680401,-0.004338633900271228,-0.02658372334665375,-0.012657843814170917,-0.01887293558057497,-0.01850493127844734,-0.012218587661470475,-0.012448211562297548,0.028617602488563352,-0.011300501994605923,-0.012906096250187593,-0.028270667726758406,-0.010311679064574369,0.0025547669645992702,-0.0025825370752274104,-8.928623276800067e-05,0.012640648913402785,-0.017132583027509724,-0.015634798894141207,-0.010194780778742439,-0.01003578666888382,-0.07804578825841782
su_attempted,0.08725702976708319,-0.00016571572340045484,0.001155124507499069,-0.0003381217821771321,-0.001968989941170331,0.06520577348989813,0.00043712738137310296,0.04039527594292069,0.02804559349044867,0.3731157576445257,0.5394076298905655,1.0,0.40189182895860465,0.037497719190134005,0.011032036894167584,0.5459846159124494,,-0.00020704251611768602,-0.0025711580495255616,-0.01623645688890701,-0.008323807360453444,-0.00597770008773839,-0.005516831777767114,-0.00655354537156135,-0.007008774459902263,0.01688989888815072,-0.006385435872947791,-0.008669148438136985,-0.013217511652686705,-0.020629662195156964,-0.0156431842471549,0.0031875506907856534,-0.00562022487343134,0.008972207805559573,-0.0044846010746221595,-0.0030603693088579226,-0.0057741577089843385,-0.005963559300733065,-0.01735733216149538
num_root,0.046907926331324575,-8.687315672740367e-05,0.0012497750460557352,-0.00017710702666300562,-0.0010313501595923724,0.031588066266733925,0.002082514530309223,0.00994549875065088,0.01469018541813628,0.9987247769091526,0.22875534403784004,0.40189182895860465,1.0,0.014788364853917565,0.005427885648981259,0.3228935159477488,,0.0004858399044805847,-0.00133599763452943,-0.008490510598997325,-0.0043564565961543645,-0.0051233030460993536,-0.005093386886546168,-0.00434402953031737,-0.0043387308399452686,0.008962869535021064,-0.003982863399695754,-0.004413423093151125,-0.011942245447138854,-0.011255269309407474,-0.0062197955626919375,0.00297841620437169,-0.0015821600422011566,0.004367402981772777,-0.004243815717590333,-0.004696082130340948,-0.0042250534755876295,-0.003834757087792562,-0.004013061696470719
num_file_creations,0.08324273981601077,-0.00015094461029295544,8.627381477130696e-05,-0.0003422348828320722,-0.001992941825501619,0.023194146604470806,0.09085496429574802,0.012282391724175806,0.02833373588441949,0.014416392999099609,0.06409252276820687,0.037497719190134005,0.014788364853917565,1.0,0.06433235131814571,0.09238041115277852,,0.00268348457147273,0.0011711102190261802,-0.016206071192357938,-0.008339106174477447,-0.010095240024894921,-0.010443314134957428,-0.007406488497876775,-0.007429850618128089,0.016534091578028893,-0.007104380712364478,-0.006681806377260428,-0.004002156897003673,-0.018198928035661525,-0.016221481510480303,0.006389979307568144,-0.005722416207912126,0.0018115655641811766,0.0029752602727456915,0.00011894163584016341,-0.00549396518145565,-0.005035519951836662,-0.02850412370922546
num_shells,-0.0009958127673984688,-0.00013017305991322393,-6.0835473935787983e-05,-0.00027833372679771654,-0.0016208252092616267,0.037358503146796486,0.009083281610382585,-0.0011343974764257715,0.02308645869008582,0.0051181867457865205,0.1871734374468035,0.011032036894167584,0.005427885648981259,0.06433235131814571,1.0,0.027270870537604082,,0.026872422694271203,-0.0021165155273418727,-0.012724577995752556,-0.005974976890741014,-0.01105867789416678,-0.01115201864438839,-0.007706367734923209,-0.007682323891415936,0.012098124780233631,-0.003702813619927442,-0.006685550449523862,-0.0072738177077555635,-0.012878073625915115,-0.007791750369578137,-0.0031433231291296488,0.0075034200963878675,0.0034450182333868335,-0.008337426116924191,-0.005470904822121645,-0.004809037234297914,-0.0066981188466638,-0.052143286932874094
num_access_files,0.06738818882969208,-0.000301960741313997,0.00035341746278329993,-0.0006184577601193147,-0.0036014748913032893,0.028684835541570065,0.0007770286779344145,0.00334960431098049,0.0512981293888757,0.29563421107934035,0.3426204036235571,0.5459846159124494,0.3228935159477488,0.09238041115277852,0.027270870537604082,1.0,,0.007485327774862686,-0.002779627478052815,-0.029138952817396927,-0.014174867285604619,-0.023096218828434954,-0.02320209249416905,-0.016317532766618723,-0.014524241905570109,0.030695786422276113,-0.012751019882559993,0.006830039459160984,-0.007182122355149008,0.001552634404949518,0.00583956215223269,5.314279680105197e-06,-0.0122793116374943,0.001973238307264318,-0.017112813604449176,-0.018746817881591285,-0.014130368698828303,-0.014281835230142892,-0.008745524181815473
num_outbound_cmds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_host_login,-0.0008244981057863321,-6.659145581498978e-05,-3.804546168062209e-05,-0.0001319634868965203,-0.0007684650679053067,-9.35153150961648e-05,0.006596420853532975,0.00983059210459697,0.01094574352841676,0.0002338229343614491,0.03825715253680401,-0.00020704251611768602,0.0004858399044805847,0.00268348457147273,0.026872422694271203,0.007485327774862686,,1.0,-0.0010034815840397743,-0.006338951487346551,-0.0032502930570830714,-0.005347197998367538,-0.00530604029042907,-0.0036537403113435017,-0.0036423406528684997,0.006733867823407364,-0.00312906603738689,-0.003383429038359877,-0.008744371039692018,-0.008549875392995595,-0.002448034300014404,0.00980560870001906,0.006283362466505275,-0.0025228090615382983,-0.004359056603216199,-0.004960637078491017,-0.003794103298128092,-0.003522876078744983,-0.04438726918213278
is_guest_login,-0.0002597545974395083,-0.0008165005895765138,-0.00046126308297719554,-0.0016387889209412063,-0.009543185535867554,-0.0011613201948664457,0.720316579449493,0.07869151445442898,0.12322954407197309,-0.0012725250173834387,-0.004338633900271228,-0.0025711580495255616,-0.00133599763452943,0.0011711102190261802,-0.0021165155273418727,-0.002779627478052815,,-0.0010034815840397743,1.0,-0.07865909302326796,-0.04033622472403534,-0.0646368389540958,-0.06419900659130047,-0.04432495437572743,-0.04433904134596911,0.0783031375912305,-0.01922022270775945,-0.037771130047550436,-0.007837071142226482,-0.07677565739977807,-0.06178674290661,0.011735171278746947,-0.04213387911203298,-0.028281010890340907,-0.060354262046459044,-0.06476377426948267,-0.02158601952743986,-0.04249754842909156,-0.1684662386335223
count,-0.07809101158562592,-0.004796179960806725,-0.0032263327964979355,-0.010041766036943952,-0.01992093662218291,-0.007336011436202294,-0.06600432710209608,-0.042096251523493715,-0.530779224831039,-0.008059995401358896,-0.02658372334665375,-0.01623645688890701,-0.008490510598997325,-0.016206071192357938,-0.012724577995752556,-0.029138952817396927,,-0.006338951487346551,-0.07865909302326796,1.0,0.4915216999083927,0.41049619218246886,0.40666279068767885,0.2018049687069327,0.20243688334945914,-0.6164029329472644,0.233639824660698,-0.25685881908558833,0.4469129804781056,-0.3820763311592934,-0.4581381988642061,0.19827198375198699,-0.08122227060428659,-0.1934742401897592,0.41358237540243875,0.41575684594940715,0.22177942061447345,0.21039356989375638,0.023555534819021593
srv_count,-0.03909414505574589,-0.0026091275248449554,-0.001611065080866461,-0.0051437202806222425,0.02114294653766251,-0.003761534866667896,-0.03340256074054172,-0.02150657430981018,-0.19901793978612897,-0.004125580019687645,-0.012657843814170917,-0.008323807360453444,-0.0043564565961543645,-0.008339106174477447,-0.005974976890741014,-0.014174867285604619,,-0.0032502930570830714,-0.04033622472403534,0.4915216999083927,1.0,-0.13527815464297677,-0.1345682120188655,-0.11448772630100829,-0.11436834161804946,0.18536475890851054,-0.1072971301181849,-0.07908295242513766,0.1476979254424132,0.2081671389124896,0.18786311075615403,-0.1087331432819015,0.21092817990487,-0.05815417998480775,-0.1346511701863717,-0.13397157701010393,-0.10567902313957604,-0.11446685489705144,-0.08135258302776426
serror_rate,-0.06462789027682068,-0.002785339766998057,-0.0026647131587070874,0.024544499813027948,-0.03816234803203884,-0.006188264060068156,-0.05444003213999464,-0.03364896348220792,-0.46649246372516767,-0.004807903062492694,-0.01887293558057497,-0.00597770008773839,-0.0051233030460993536,-0.010095240024894921,-0.01105867789416678,-0.023096218828434954,,-0.005347197998367538,-0.0646368389540958,0.41049619218246886,-0.13527815464297677,1.0,0.9915070693808372,-0.22806619007428053,-0.22581235549086412,-0.7112495131369659,0.029606118920952846,-0.20425951680766824,0.35736224769241004,-0.5264176987353826,-0.5881198436118836,-0.00899671977883062,-0.2504354980700436,-0.15519832127794142,0.9746962586935748,0.9760304550908055,-0.22551874168814645,-0.22070833006563825,0.05202708486053705
srv_serror_rate,-0.06462554798621857,-0.0029903126186145304,-0.002648506310653367,0.02527145578171333,-0.05046084328573718,-0.006140632615541812,-0.05414439453693776,-0.033808871538728434,-0.4649519427840796,-0.004795371340648691,-0.01850493127844734,-0.005516831777767114,-0.005093386886546168,-0.010443314134957428,-0.01115201864438839,-0.02320209249416905,,-0.00530604029042907,-0.06419900659130047,0.40666279068767885,-0.1345682120188655,0.9915070693808372,1.0,-0.22569040060582582,-0.2346564347920879,-0.7072224476531979,0.02679603977541829,-0.2061074994482329,0.35615616209899115,-0.5239853201653983,-0.5849916362217966,-0.016560679853215344,-0.24979852821413928,-0.15377140287225471,0.9708019602537421,0.9819824454731348,-0.22589441533084856,-0.22829035035837844,0.05406664286562111
rerror_rate,0.16466123579838898,0.011591278372020966,0.009446287672482487,-0.0050612760082624705,-0.034368024059244585,-0.004228440738572256,-0.03476895301957011,-0.0010247675291511294,-0.29462927529945093,-0.004053065503890101,-0.012218587661470475,-0.00655354537156135,-0.00434402953031737,-0.007406488497876775,-0.007706367734923209,-0.016317532766618723,,-0.0036537403113435017,-0.04432495437572743,0.2018049687069327,-0.11448772630100829,-0.22806619007428053,-0.22569040060582582,1.0,0.9860951463945854,-0.2732426436243118,0.2902018353564545,-0.053625688480310484,0.10962560798497575,-0.2849106906029897,-0.30316747398757843,0.3438146810588173,-0.013034660606210125,0.006659156990874928,-0.22780570483265172,-0.22484238221738764,0.9168894291969533,0.9573580783780464,-0.08871944051724882
srv_rerror_rate,0.16505750962581747,0.01181152960436617,0.009376736300886776,-0.005948317939413392,-0.03463893427443268,-0.004215248016541067,-0.03394696926072051,-0.0011121760632130683,-0.29134914275222623,-0.004005043461938196,-0.012448211562297548,-0.007008774459902263,-0.0043387308399452686,-0.007429850618128089,-0.007682323891415936,-0.014524241905570109,,-0.0036423406528684997,-0.04433904134596911,0.20243688334945914,-0.11436834161804946,-0.22581235549086412,-0.2346564347920879,0.9860951463945854,1.0,-0.27259554456786234,0.29232882986245873,-0.052909387437003554,0.11075337127416282,-0.28338172208642404,-0.300871137508823,0.3449046372820381,-0.014179066482772446,0.004978007918760889,-0.22596490472371625,-0.2320296215563787,0.9063357988123594,0.9656063394958903,-0.08416321146133815
same_srv_rate,0.07472012915506179,0.003633836674176348,0.0034501357955832664,0.009252622374145727,0.05117576058352632,0.007793044553346117,0.06663558002978917,0.04398372511786826,0.590626892347941,0.008546345236150917,0.028617602488563352,0.01688989888815072,0.008962869535021064,0.016534091578028893,0.012098124780233631,0.030695786422276113,,0.006733867823407364,0.0783031375912305,-0.6164029329472644,0.18536475890851054,-0.7112495131369659,-0.7072224476531979,-0.2732426436243118,-0.27259554456786234,1.0,-0.38769447374805327,0.25363872267081256,-0.4838264565788029,0.707817454736514,0.7910063656738966,-0.19560711840145417,0.255172168020771,0.2027275531880155,-0.7143464862435048,-0.718159560924483,-0.28147158521158205,-0.282399622721665,-0.059381579223946046
diff_srv_rate,-0.017783683944662076,-0.0006374685072444666,-0.0015875382284596179,-0.002564902819918854,-0.025896334706653434,-0.003621239929146561,-0.01770474215501863,-0.017882729744892144,-0.22117245005574335,-0.003956558037042331,-0.011300501994605923,-0.006385435872947791,-0.003982863399695754,-0.007104380712364478,-0.003702813619927442,-0.012751019882559993,,-0.00312906603738689,-0.01922022270775945,0.233639824660698,-0.1072971301181849,0.029606118920952846,0.02679603977541829,0.2902018353564545,0.29232882986245873,-0.38769447374805327,1.0,-0.04372656315631209,0.17762019619834615,-0.3039877983213635,-0.33641893655545835,0.5195730776250966,0.0014168341677307655,-0.08025708586065776,0.02925573350009248,0.029042170279011393,0.2506022340843254,0.3002650288142769,-0.092886651238302
srv_diff_host_rate,-0.03948546048250069,-0.0025002160448283203,-0.0015529897546049617,0.04054795484638651,-0.022829222333905583,-0.003915611938115125,-0.026140571470596976,-0.02216009792707851,0.12200364809967516,-0.0041414200449475065,-0.012906096250187593,-0.008669148438136985,-0.004413423093151125,-0.006681806377260428,-0.006685550449523862,0.006830039459160984,,-0.003383429038359877,-0.037771130047550436,-0.25685881908558833,-0.07908295242513766,-0.20425951680766824,-0.2061074994482329,-0.053625688480310484,-0.052909387437003554,0.25363872267081256,-0.04372656315631209,1.0,-0.3414236785711956,0.13066657797988057,0.2539433390895094,-0.1113847539491931,0.2098951367140176,0.3482431415812606,-0.20658884568150487,-0.20785026416891061,-0.06487155244537166,-0.058095688148734156,-0.044312593695576406
dst_host_count,0.05031129523927094,-0.005585672559219901,0.002225016364350137,-0.024564274564434326,0.03255175779782919,-0.011494149038062547,-0.012182068392492548,0.005603610448270131,-0.38598477810858456,-0.011187860223915845,-0.028270667726758406,-0.013217511652686705,-0.011942245447138854,-0.004002156897003673,-0.0072738177077555635,-0.007182122355149008,,-0.008744371039692018,-0.007837071142226482,0.4469129804781056,0.1476979254424132,0.35736224769241004,0.35615616209899115,0.10962560798497575,0.11075337127416282,-0.4838264565788029,0.17762019619834615,-0.3414236785711956,1.0,-0.2716023641991592,-0.48815462848914143,0.14105144351805599,-0.3017891372736774,-0.4488029403825797,0.37156508777961167,0.3692863514488573,0.11605971262939603,0.10580947256986932,0.00044691157093196916
dst_host_srv_count,-0.09801281675545502,-0.006663312459784624,-0.003977322115244029,-0.01521387734677343,-0.04665870345907746,-0.009654643256023018,-0.051125238387247744,-0.0062386876555438064,0.6181499726600836,-0.010328720641900135,-0.010311679064574369,-0.020629662195156964,-0.011255269309407474,-0.018198928035661525,-0.012878073625915115,0.001552634404949518,,-0.008549875392995595,-0.07677565739977807,-0.3820763311592934,0.2081671389124896,-0.5264176987353826,-0.5239853201653983,-0.2849106906029897,-0.28338172208642404,0.707817454736514,-0.3039877983213635,0.13066657797988057,-0.2716023641991592,1.0,0.898248423482181,-0.395032656153018,-0.06561473383757947,-0.015576116985330993,-0.543448211205653,-0.5377418092034785,-0.2937254363715357,-0.29468557680399593,0.22196820922030605
dst_host_same_srv_rate,-0.10463072992564158,-0.006312112914845822,-0.004167506048483559,0.00942513783069453,-0.04659022084126909,-0.0038817725565156946,-0.03621024527769801,0.003340005148239807,0.5988292691519038,-0.005223713345840605,0.0025547669645992702,-0.0156431842471549,-0.0062197955626919375,-0.016221481510480303,-0.007791750369578137,0.00583956215223269,,-0.002448034300014404,-0.06178674290661,-0.4581381988642061,0.18786311075615403,-0.5881198436118836,-0.5849916362217966,-0.30316747398757843,-0.300871137508823,0.7910063656738966,-0.33641893655545835,0.2539433390895094,-0.48815462848914143,0.898248423482181,1.0,-0.42408514299152134,0.13415636025593156,0.18749713506134988,-0.6067054136829974,-0.5990825022902778,-0.31246457532539346,-0.31122056560754113,0.09895324233737061
dst_host_diff_srv_rate,0.22363508216990224,0.0007296312964912156,0.009833870705722855,-0.004611885951835299,0.051987907382836034,0.007247832201902297,-0.00975106265732336,-0.013585203319335366,-0.25691152093236275,0.0026181666848046955,-0.0025825370752274104,0.0031875506907856534,0.00297841620437169,0.006389979307568144,-0.0031433231291296488,5.314279680105197e-06,,0.00980560870001906,0.011735171278746947,0.19827198375198699,-0.1087331432819015,-0.00899671977883062,-0.016560679853215344,0.3438146810588173,0.3449046372820381,-0.19560711840145417,0.5195730776250966,-0.1113847539491931,0.14105144351805599,-0.395032656153018,-0.42408514299152134,1.0,0.22033059261183757,0.006984192227597071,-0.010778303200162358,-0.01466673926534423,0.39038704106506245,0.3536298969485251,-0.1658779488548909
dst_host_same_src_port_rate,0.20127558605382828,0.0005590631468357914,0.01084737531423126,0.032151127357331166,0.04005731046479242,0.0022493918543419725,-0.033311242889481625,-0.023664222519772755,-0.17722190304614463,-0.001998471785851363,-8.928623276800067e-05,-0.00562022487343134,-0.0015821600422011566,-0.005722416207912126,0.0075034200963878675,-0.0122793116374943,,0.006283362466505275,-0.04213387911203298,-0.08122227060428659,0.21092817990487,-0.2504354980700436,-0.24979852821413928,-0.013034660606210125,-0.014179066482772446,0.255172168020771,0.0014168341677307655,0.2098951367140176,-0.3017891372736774,-0.06561473383757947,0.13415636025593156,0.22033059261183757,1.0,0.39481454536817134,-0.2531093589652964,-0.2513254387141664,-0.00894763146592894,-0.014693705551897165,-0.2738473705687601
dst_host_srv_diff_host_rate,-0.025949763554679844,-0.0014235971543976901,-0.001143332564812261,0.07211885053606096,-0.009777383466128463,0.0053856910493262295,-0.022945046663115715,-0.009838956394253204,-0.054806530216810034,0.0040640346169673195,0.012640648913402785,0.008972207805559573,0.004367402981772777,0.0018115655641811766,0.0034450182333868335,0.001973238307264318,,-0.0025228090615382983,-0.028281010890340907,-0.1934742401897592,-0.05815417998480775,-0.15519832127794142,-0.15377140287225471,0.006659156990874928,0.004978007918760889,0.2027275531880155,-0.08025708586065776,0.3482431415812606,-0.4488029403825797,-0.015576116985330993,0.18749713506134988,0.006984192227597071,0.39481454536817134,1.0,-0.1568388988389437,-0.15605747565554273,0.010533097418326238,0.01359338151763644,-0.17067944230373214
dst_host_serror_rate,-0.05380961172852279,-0.0040025190431472145,-0.002638810936714224,0.02049602957029504,-0.045494814123301565,-0.005675926023423083,-0.05312625663948893,-0.03230455973277934,-0.46580553803098246,-0.0039009283636559054,-0.017132583027509724,-0.0044846010746221595,-0.004243815717590333,0.0029752602727456915,-0.008337426116924191,-0.017112813604449176,,-0.004359056603216199,-0.060354262046459044,0.41358237540243875,-0.1346511701863717,0.9746962586935748,0.9708019602537421,-0.22780570483265172,-0.22596490472371625,-0.7143464862435048,0.02925573350009248,-0.20658884568150487,0.37156508777961167,-0.543448211205653,-0.6067054136829974,-0.010778303200162358,-0.2531093589652964,-0.1568388988389437,1.0,0.9828121495094096,-0.23441547949193492,-0.22545290500550536,0.04968466981791533
dst_host_srv_serror_rate,-0.05230579971287924,-0.0029592213930764036,-0.0025668246044520697,0.015018982542166739,-0.049994339365884176,-0.00606772384721992,-0.053733855375760045,-0.031960700728408946,-0.46852967939079576,-0.004389715281670956,-0.015634798894141207,-0.0030603693088579226,-0.004696082130340948,0.00011894163584016341,-0.005470904822121645,-0.018746817881591285,,-0.004960637078491017,-0.06476377426948267,0.41575684594940715,-0.13397157701010393,0.9760304550908055,0.9819824454731348,-0.22484238221738764,-0.2320296215563787,-0.718159560924483,0.029042170279011393,-0.20785026416891061,0.3692863514488573,-0.5377418092034785,-0.5990825022902778,-0.01466673926534423,-0.2513254387141664,-0.15605747565554273,0.9828121495094096,1.0,-0.23009629611979712,-0.2325316140162419,0.05831282724044442
